"","lon","lat","location"
"327",-3.7160231,40.4293629,"CALLE DE FERRAZ - CALLE DEL BUEN SUCESO NA "
"328",NA,NA,"CALLE DE LA FRAGATA - CALLE DE ZAIDA NA "
"329",NA,NA,"AVENIDA OROVILLA - CALLE DE LA UNANIMIDAD NA "
"330",-3.6039713,40.4542873,"PARQUE DE JUAN CARLOS I 1 "
"331",NA,NA,"CALLE DE ATOCHA 104 "
"332",-3.6964858,40.456588,"CALLE DEL GENERAL YAGÜE 38 "
"333",-3.6479874,40.4803299,"CALLE DE SANTA SUSANA 55 "
"334",-3.6524786,40.4603043,"CALLE DE GOMEZNARRO 4 "
"335",NA,NA,"CALLE DE FRANCISCO LARGO CABALLERO - CALLE DE NICOLAS SALMERON NA "
"336",-3.6702845,40.4091171,"CALLE DEL DOCTOR ESQUERDO 110 "
"337",-3.6432632,40.3846991,"AVENIDA DE MIGUEL HERNANDEZ - CALLE DE CASABERMEJA NA "
"338",-3.6855864,40.3988295,"CALLE DE JUAN DE MARIANA 19 "
"339",-3.652572,40.4840629,"CALLE DEL PINTOR LUCIO MUÑOZ 15 "
"340",NA,NA,"PARQUE DEL RETIRO NA "
"341",-3.7019048,40.4960804,"CALLE DE LA COSTA BRAVA - CALLE DEL MONASTERIO DE LAS HUELGAS NA "
"342",-3.6691664,40.5070825,"AVENIDA DE SANTO DOMINGO DE LA CALZADA 27 "
"343",-3.7263352,40.3917916,"CALLE DEL GENERAL RICARDOS 115 "
"344",-3.6166452,40.4587015,"AVENIDA DEL CONSEJO DE EUROPA 2 "
"345",NA,NA,"CALLE DE VITRUVIO - CALLE DEL MAESTRO RIPOLL NA "
"346",-3.7348604,40.4056314,"PASEO DE LOS OLIVOS 42 "
"347",-3.7649522,40.4006459,"CARRIL ANILLO VERDE CICLISTA KM. 12100 "
"348",NA,NA,"CALLE DE FORTUNY - CALLE DE ZURBARAN NA "
"349",NA,NA,"CALLE DE ARCOS DE JALON - CALLE DE LOS DROGUEROS NA "
"350",NA,NA,"CALLE DE LA BOLSA 11 "
"351",-3.6844995,40.4152606,"PARQUE DEL RETIRO NA "
"352",-3.65632,40.43484,"AVENIDA DE DONOSTIARRA 27 "
"353",-3.7043669,40.4501633,"CALLE DE BRAVO MURILLO - CALLE DE JUAN PANTOJA NA "
"354",NA,NA,"CALLE DE JERONIMA LLORENTE 75 "
"355",-3.7019808,40.4469595,"CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE 15 "
"356",NA,NA,"CALLE DE CARRERO JUAN RAMON 19 "
"357",NA,NA,"CALLE DE ESTOCOLMO 26 "
"358",NA,NA,"CALLE DE ANTONIO DE LEYVA - CALLE DE TOMAS MEABE NA "
"359",-3.6735727,40.421263,"CALLE DE O'DONNELL 44 "
"360",NA,NA,"CALLE DE LA PIROTECNIA - CALLE DE LOS SONDEOS NA "
"361",-3.6933151,40.426258,"CALLE DE GENOVA 20 "
"362",NA,NA,"AVENIDA DE NICETO ALCALA ZAMORA - CALLE DE ANA DE AUSTRIA NA "
"363",-3.6929438,40.4112021,"PASEO DEL PARDO 37 "
"364",-3.6085604,40.4195882,"CALLE DE SOFIA 9 "
"365",NA,NA,"CALLE DE ROBERTO DOMINGO 3 "
"366",NA,NA,"JARDIN DEL PARROCO SANCHEZ CAMARA - PASEO DEL DOCTOR VALLEJO NAGERA NA "
"367",-3.7109346,40.3980331,"PARQUE DE MADRID RIO (RIBERA OESTE) KM. 3800 "
"368",NA,NA,"PASEO DE RUPERTO CHAPI NA "
"369",-3.7208752,40.4319277,"CALLE DE ROMERO ROBLEDO 12 "
"370",NA,NA,"AVENIDA DE LOS POBLADOS - AVENIDA DEL EURO NA "
"371",-3.6972508,40.418826,"CALLE GRAN VIA - CALLE DE ALCALA NA "
"372",NA,NA,"CALLE DE JOAQUIN TURINA - CALLE DEL JACOBEO NA "
"373",-3.778788,40.411686,"CARRETERA DE RODAJOS - PASEO DE LA VENTA NA "
"374",-3.6699455,40.4417552,"CALLE DE CORAZON DE MARIA 9 "
"375",NA,NA,"CALLE DE BLANES - CALLE DEL MARQUES DE BERNA NA "
"376",-3.6983294,40.4482197,"CALLE DE HERNANI - CALLE DEL COMANDANTE ZORITA NA "
"377",NA,NA,"CALLE DEL DOCTOR VELASCO - PASEO DE LA INFANTA ISABEL NA "
"378",-3.6934635,40.4034015,"PASEO DE LAS DELICIAS 43 "
"379",-3.7623099,40.4046477,"CARRETERA DEL ZOO NA "
"380",-3.7150134,40.4110229,"CALLE DE JERTE 1 "
"381",-3.7113689,40.4138092,"CALLE DE SEGOVIA - CUESTA DE LA VEGA NA "
"382",NA,NA,"AVENIDA DE LOS POBLADOS - AVENIDA DEL EURO NA "
"383",-3.7622436,40.4045555,"PUERTA DEL BATAN NA "
"384",NA,NA,"CALLE DE ALCALA - CALLE DEL MARQUES DE CUBAS NA "
"385",-3.7050631,40.4022804,"PASEO DE LA ESPERANZA 17 "
"386",-3.7170286,40.4205051,"CUESTA DE SAN VICENTE 34 "
"387",-3.7505342,40.3960011,"CALLE DE LA DUQUESA DE PARCENT 98 "
"388",-3.6317207,40.439284,"AVENIDA DE MENENDEZ PELAYO - CALLE DE ALCALA NA "
"389",-3.685362,40.4209802,"CALLE DE ALCALA 87 "
"390",NA,NA,"CALLE DEL DOCTOR ESQUERDO 182 "
"391",-3.691289,40.424509,"PASEO DE RECOLETOS 37 "
"392",-3.6876032,40.4307756,"CALLE DE JOSE ORTEGA Y GASSET 5 "
"393",NA,NA,"PLAZA DE SANTA BARBARA 2 "
"394",-3.6950021,40.4281164,"CALLE DE ALMAGRO 4 "
"395",NA,NA,"CALLE DE MEQUINENZA 12 "
"396",-3.6947356,40.4188361,"CALLE DE ALCALA 48 "
"397",-3.778788,40.411686,"CARRETERA DE RODAJOS NA "
"398",-3.679142,40.402839,"AVENIDA DE LA CIUDAD DE BARCELONA - CALLE DE LEON GIL DE PALACIO NA "
"399",-3.7124427,40.3863094,"CALLE DE MANUEL NOYA 19 "
"400",-3.7165855,40.3971832,"CALLE DEL GENERAL RICARDOS 3 "
"401",-3.6942378,40.4246925,"CALLE DEL GENERAL CASTAÑOS 1 "
"402",-3.6993859,40.4198094,"CALLE GRAN VIA 16 "
"403",-3.68912,40.41493,"CALLE DE ALFONSO XII 30 "
"404",NA,NA,"PASEO DE LA CASTELLANA 89 "
"405",NA,NA,"CALLE DE LOS EVANGELIOS - CALLE DE SANTUARIO NA "
"406",NA,NA,"GLORIETA DE PUERTA DE TOLEDO 1 "
"407",-3.7097175,40.4448139,"PASEO DE SAN FRANCISCO DE SALES 41 "
"408",-3.7109346,40.3980331,"PARQUE DE MADRID RIO (RIBERA OESTE) KM. 2500 "
"409",-3.7109346,40.3980331,"PARQUE DE MADRID RIO (RIBERA ESTE) KM. 4900 "
"410",-3.7049249,40.4426894,"CALLE DE ESQUILACHE 2 "
"411",NA,NA,"AVENIDA DE ARCENTALES - AVENIDA DE CANILLEJAS A VICALVARO NA "
"412",-3.6962818,40.4178139,"CALLE DE ALCALA - CALLE DEL MARQUES DE CASA RIERA NA "
"413",NA,NA,"PASEO DE CAMOENS Y VALERO - PASEO DE RUPERTO CHAPI NA "
"414",-3.6896745,40.4325543,"PASEO DE LA CASTELLANA 33 "
"415",NA,NA,"GLORIETA DE RUBEN DARIO - PASEO DE EDUARDO DATO NA "
"416",NA,NA,"CALLE DE SEGOVIA 13 "
"417",NA,NA,"CALLE DEL DOCTOR TOLOSA LATOUR 7 "
"418",-3.70802,40.40335,"PASEO DE LAS ACACIAS 29 "
"419",-3.6279559,40.3734376,"CALLE DE VALDERREBOLLO 18 "
"420",-3.6783078,40.393293,"CALLE DE MENDEZ ALVARO 78 "
"421",NA,NA,"CALLE DEL CAMINO DE LOS VINATEROS - PLAZA DEL CORREGIDOR ALONSO DE TOBAR NA "
"422",NA,NA,"AVENIDA DEL DOCTOR GARCIA TAPIA - CALLE DE FELIX RODRIGUEZ DE LA FUENTE NA "
"423",NA,NA,"CALLE DE ALCALA 40 "
"424",NA,NA,"PASEO DE RUPERTO CHAPI NA "
"425",NA,NA,"CALLE DE LAS HIGUERAS 11 "
"426",-3.7008845,40.4025589,"CALLE DE EMBAJADORES 98 "
"427",NA,NA,"PARQUE DE JUAN CARLOS I 1 "
"428",-3.6317207,40.439284,"CALLE DE ALCALA - CALLE DE VELAZQUEZ NA "
"429",-3.6206523,40.4548552,"AVENIDA DE LOS ANDES 22 "
"430",-3.6962818,40.4178139,"CALLE DE ALCALA - CALLE DEL MARQUES DE CASA RIERA NA "
"431",-3.6296904,40.4273573,"AVENIDA DE LA INSTITUCIÓN LIBRE DE ENSEÑANZA 73 "
"432",NA,NA,"CALLE DE VERSALLES 33 "
"433",NA,NA,"CALLE DE LOS HERMANOS MACHADO - CALLE DE SERVANDO BATANERO NA "
"434",-3.6863754,40.4397741,"CALLE DE SERRANO 109 "
"435",-3.6853298,40.4005072,"CALLE DE MENDEZ ALVARO 21 "
"436",NA,NA,"CALLE DE JOSE ANTONIO DE ARMONA - PASEO DE SANTA MARIA DE LA CABEZA NA "
"437",-3.6039713,40.4542873,"PARQUE DE JUAN CARLOS I 1 "
"438",-3.6910144,40.3744536,"AVENIDA DE SAN FERMIN - CALLE DE ELIZONDO NA "
"439",-3.6894737,40.4195504,"PLAZA DE LA INDEPENDENCIA 10 "
"440",-3.6813796,40.4562929,"PASEO DE LA HABANA 77 "
"441",-3.6038548,40.4013714,"CALLE DEL LAGO ISEO 2 "
"442",-3.7024731,40.4224047,"CALLE DEL BARCO 20 "
"443",-3.742601,40.4048582,"CALLE DE CEBREROS 11 "
"444",-3.70587,40.42868,"CALLE DE SAN BERNARDO 86 "
"445",NA,NA,"AVENIDA DE LAS FUERZAS ARMADAS - GLORIETA DE JOSE LUIS FERNANDEZ DEL AMO NA "
"446",NA,NA,"GLORIETA DE LAS PIRAMIDES - PASEO DE LAS ACACIAS NA "
"447",NA,NA,"CALLE DE ALCALA 81 "
"448",-3.7042871,40.4559168,"CALLE DE FRANCOS RODRIGUEZ 26 "
"449",-3.6888611,40.4645448,"PASEO DE LA CASTELLANA 214 "
"450",-3.70682,40.4103682,"CALLE DE EMBAJADORES 6 "
"451",-3.7069976,40.3952138,"AVENIDA DEL MANZANARES 176 "
"452",NA,NA,"CUESTA DE SAN VICENTE 20 "
"453",NA,NA,"CALLE DE NUESTRA SEÑORA DE VALVERDE 182 "
"454",NA,NA,"PASEO DEL PRADO - PLAZA DE LA LEALTAD NA "
"455",NA,NA,"CALLE DE PRIM - PASEO DE RECOLETOS NA "
"456",-3.7212401,40.4155472,"CALLE DE SEGOVIA - PASEO DE LA VIRGEN DEL PUERTO NA "
"457",-3.7539707,40.3960874,"CALLE DE LOS YEBENES NA "
"458",-3.7587457,40.4263555,"PARQUE DE LA CASA DE CAMPO - PASEO DEL EMBARCADERO NA "
"459",-3.7113689,40.4138092,"CALLE DE SEGOVIA - CUESTA DE LA VEGA NA "
"460",-3.6067075,40.378103,"CALLE REAL DE ARGANDA - CALLE DE POZA DE LA SAL NA "
"461",NA,NA,"CALLE DE LA LAGUNA DEL MARQUESADO - CALLE DE LA RESINA NA "
"462",-3.7025213,40.5423535,"CARRETERA DE COLMENAR VIEJO KM. 19000 "
"463",-3.6772435,40.4323534,"CALLE DE JUAN BRAVO 44 "
"464",-3.7186776,40.4148818,"PASEO DE LA CIUDAD DE PLASENCIA NA "
"465",NA,NA,"CALLE DE LA BATALLA DEL SALADO - CALLE DE PEDRO UNANUE NA "
"466",NA,NA,"CALLE DE BRAVO MURILLO 101 "
"467",NA,NA,"RONDA DE SEGOVIA 2 "
"468",-3.6909307,40.4571337,"PASEO DE LA CASTELLANA 117 "
"469",NA,NA,"AUTOVIA M-45 - AVENIDA DEL ENSANCHE DE VALLECAS NA "
"470",-3.728423,40.4146772,"AVENIDA DE PORTUGAL 67 "
"471",NA,NA,"CALLE REAL DE ARGANDA 78 "
"472",-3.7063049,40.4293535,"GLORIETA DE RUIZ JIMENEZ 1 "
"473",-3.7691452,40.4579958,"CARRETERA DE CASTILLA KM. 1500 "
"474",-3.7125801,40.4029682,"CALLE DE TOLEDO - PASEO DEL DOCTOR VALLEJO NAGERA NA "
"475",-3.6973119,40.4650413,"CALLE DE LA ALFALFA - CALLE DEL CAPITAN BLANCO ARGIBAY NA "
"476",-3.6791751,40.4718048,"CALLE DE LA HIEDRA 26 "
"477",-3.66868,40.37753,"CALLE DE LA CAMPIÑA 48 "
"478",-3.6628625,40.5157771,"PLAZA DEL NORTE - RONDA DE LA COMUNICACION NA "
"479",-3.7059749,40.4164843,"CALLE DE LA CORBETA - CALLE DE LA RIOJA NA "
"480",-3.7254401,40.4184983,"PASEO DEL EMBARCADERO 1 "
"481",-3.6520957,40.386505,"CALLE DEL RIO PARANA - CALLE DEL RIO URUGUAY NA "
"482",-3.6903639,40.351757,"CALLE DE JUAN JOSE MARTINEZ SECO 5 "
"483",-3.6907771,40.4635109,"CALLE DE ESTEBANEZ CALDERON - PASEO DE LA CASTELLANA NA "
"484",-3.7125905,40.4053643,"CALLE DE TOLEDO 128 "
"485",NA,NA,"AVENIDA DE NICETO ALCALA ZAMORA - CALLE DE ALBERTO PALACIOS NA "
"486",-3.752119,40.3917545,"CALLE DE LOS YEBENES 108 "
"487",-3.7127596,40.4068424,"CALLE DE SEGOVIA - RONDA DE SEGOVIA NA "
"488",-3.7124773,40.4081375,"CALLE DE BAILEN - GRAN VIA DE SAN FRANCISCO NA "
"489",-3.7094608,40.4390081,"CALLE DE CEA BERMUDEZ - CALLE DE VALLEHERMOSO NA "
"490",-3.695927,40.4222659,"CALLE DE BARQUILLO 21 "
"491",NA,NA,"CALLE DE TOLEDO 40 "
"492",NA,NA,"CALLE DE LOS REYES 5 "
"493",NA,NA,"CALLE DE LA RIBERA DE CURTIDORES 18 "
"494",-3.705227,40.4204389,"CALLE GRAN VIA 42 "
"495",NA,NA,"CALLE DE SANTA CATALINA - RONDA SUR NA "
"496",NA,NA,"CALLE DE FUENCARRAL 107 "
"497",-3.6781928,40.4433606,"CALLE DEL PRINCIPE DE VERGARA 132 "
"498",-3.6703517,40.4068944,"CALLE DEL DOCTOR ESQUERDO - PLAZA DEL CONDE DE CASAL NA "
"499",-3.7059894,40.4567094,"CALLE DE ANTONIO MACHADO - CALLE DE FRANCOS RODRIGUEZ NA "
"500",-3.68726,40.5239,"CARRETERA DE COLMENAR 12 "
"501",-3.7131411,40.4138002,"CALLE DE SEGOVIA 21 "
"502",-3.7050463,40.4131134,"CALLE DEL CONDE DE ROMANONES 10 "
"503",NA,NA,"CALLE DEL MARQUES DE URQUIJO 10 "
"504",-3.6597651,40.367297,"CARRETERA DE VILLAVERDE A VALLECAS KM. 4800 "
"505",-3.7064182,40.4286099,"CALLE DE SAN BERNARDO 87 "
"506",NA,NA,"GRAN VIA DE SAN FRANCISCO 1 "
"507",-3.7087597,40.448327,"AVENIDA DE LA REINA VICTORIA - AVENIDA DE PABLO IGLESIAS NA "
"508",NA,NA,"AUTOVIA M-40 - AVENIDA DE LOGROÑO NA "
"509",-3.7148338,40.4210119,"CUESTA DE SAN VICENTE 16 "
"510",-3.69938,40.43589,"CALLE DE SANTA ENGRACIA - CALLE DE VIRIATO NA "
"511",-3.6962818,40.4178139,"CALLE DE ALCALA - CALLE DEL MARQUES DE CASA RIERA NA "
"512",NA,NA,"PASEO DE LA CASTELLANA 112 "
"513",-3.6368595,40.4367555,"AVENIDA DE LA INSTITUCIÓN LIBRE DE ENSEÑANZA 15 "
"514",-3.65512,40.45481,"CALLE DE ARTURO SORIA 164 "
"515",NA,NA,"CALLE DEL DOCTOR ESQUERDO 62 "
"516",-3.6980376,40.4080104,"CALLE DE ARGUMOSA - RONDA DE ATOCHA NA "
"517",-3.7113375,40.4524375,"AVENIDA DEL DOCTOR FEDERICO RUBIO Y GALI - CALLE DE ALEJANDRO RODRIGUEZ NA "
"518",NA,NA,"CALLE DE ATOCHA 116 "
"519",NA,NA,"CALLE DE CERECINOS - CALLE DE MARCELO USERA NA "
"520",-3.6651525,40.4351264,"CALLE DE MARTINEZ IZQUIERDO 62 "
"521",-3.7068097,40.3856549,"CALLE DE MARCELO USERA - CALLE DE NICOLAS USERA NA "
"522",-3.7143885,40.4234692,"CALLE DE FERRAZ 4 "
"523",-3.6780089,40.4448867,"CALLE DEL PRINCIPE DE VERGARA 142 "
"524",-3.6755623,40.4057279,"CALLE DE CAVANILLES 36 "
"525",-3.708826,40.4068773,"PLAZA DEL CAMPILLO DEL MUNDO NUEVO - RONDA DE TOLEDO NA "
"526",NA,NA,"AVENIDA DE FRANCISCO JAVIER SÁENZ DE OIZA - AVENIDA DE MANUEL FRAGA IRIBARNE NA "
"527",-3.626686,40.4383347,"CALLE DE RUFINO GONZALEZ 23 "
"528",-3.689475,40.42703,"PASEO DE LA CASTELLANA - PLAZA DE COLON NA "
"529",-3.7784758,40.4078185,"CAMINO DEL HUMERA NA "
"530",NA,NA,"PASEO DE MEDIANIL NA "
"531",-3.7097365,40.466739,"PARQUE DE AGUSTIN RODRIGUEZ SAHAGUN NA "
"532",-3.6846895,40.4302007,"CALLE DE JOSE ORTEGA Y GASSET - PASEO DE LA CASTELLANA NA "
"533",-3.7143885,40.4234692,"CALLE DE FERRAZ 4 "
"534",NA,NA,"CALLE DE ATOCHA - PLAZA DE SANTA ANA NA "
"535",NA,NA,"AVENIDA DE LA PRINCESA JUANA DE AUSTRIA - AVENIDA DE LOS POBLADOS NA "
"536",NA,NA,"CALLE DE ALCALA 204 "
"537",-3.6790299,40.4032864,"AVENIDA DE LA CIUDAD DE BARCELONA 142 "
"538",-3.6932687,40.3818929,"CAMINO DE PERALES 14 "
"539",-3.6862089,40.430316,"CALLE DE JOSE ORTEGA Y GASSET 8 "
"540",-3.7421708,40.3727389,"AVENIDA DE LOS POBLADOS - CALLE VIA LUSITANA NA "
"541",-3.7002191,40.4495738,"CALLE DE PALENCIA 32 "
"542",NA,NA,"AVENIDA DE RAFAELA YBARRA 30 "
"543",NA,NA,"PASEO DEL PRADO 7 "
"544",NA,NA,"AVENIDA DE NICETO ALCALA ZAMORA - CALLE DE AMERICO CASTRO NA "
"545",-3.718255,40.435775,"CALLE DE FERNANDEZ DE LOS RIOS - CALLE DE ISAAC PERAL NA "
"546",-3.6777387,40.4164946,"AVENIDA DE MENENDEZ PELAYO 51 "
"547",-3.7028584,40.4295038,"CALLE DE FUENCARRAL 111 "
"548",NA,NA,"CALLE DE ATOCHA 90 "
"549",NA,NA,"AVENIDA DE LOS POBLADOS - AVENIDA DEL EURO NA "
"550",-3.6325434,40.4064595,"CALLE DE LA FUENTE CARRANTONA 31 "
"551",NA,NA,"CALLE DE ANDRES MELLADO - CALLE DE CEA BERMUDEZ NA "
"552",-3.7101282,40.4061102,"RONDA DE TOLEDO 10 "
"553",NA,NA,"CALLE DE ALCALA 303 "
"554",-3.6817024,40.4556302,"PASEO DE LA HABANA 80 "
"555",NA,NA,"CALLE DE FERMIN CABALLERO - CALLE DE LA ISLA DE AROSA NA "
"556",-3.6939986,40.4188493,"PASEO DEL PRADO 2 "
"557",-3.7075995,40.4139221,"CALLE DE TOLEDO 24 "
"558",-3.6039713,40.4542873,"PARQUE DE JUAN CARLOS I 1 "
"559",NA,NA,"AVENIDA DE LA GAVIA - CALLE DE ALAMEDA DEL VALLE NA "
"560",-3.6871171,40.4058587,"AVENIDA DE LA CIUDAD DE BARCELONA 2 "
"561",-3.68515,40.4305441,"CALLE DE JOSE ORTEGA Y GASSET 19 "
"562",NA,NA,"CALLE DE DONOSO CORTES - CALLE DE HILARION ESLAVA NA "
"563",-3.726996,40.4259748,"AVENIDA DE VALLADOLID 5 "
"564",NA,NA,"CALLE DE ASURA - CALLE DE ULISES NA "
"565",-3.6032896,40.4538011,"AVENIDA DE LOGROÑO - CALLE DE LOS JARDINES DE ARANJUEZ NA "
"566",NA,NA,"CALLE DE LAS FLAUTAS - CALLE DEL JACOBEO NA "
"567",NA,NA,"CALLE DE JULIA GARCIA BOUTAN - CALLE DE SOFIA NA "
"568",NA,NA,"CALLE DE MIGUEL SERVET - CALLE DEL MESON DE PAREDES NA "
"569",-3.6933107,40.4094376,"CALLE DE ATOCHA 114 "
"570",-3.7114906,40.4025808,"GLORIETA DE LAS PIRAMIDES - PASEO DE LAS ACACIAS NA "
"571",-3.6309681,40.4342316,"CALLE DE JULIAN CAMARILLO - CALLE DE LOS HERMANOS GARCIA NOBLEJAS NA "
"572",-3.6978441,40.4400491,"CALLE DE ALONSO CANO 53 "
"573",-3.7194239,40.4874896,"PASEO DEL PIÑONERO 1 "
"574",NA,NA,"PASEO DE LA CASTELLANA 121 "
"575",-3.6099678,40.4300711,"CALLE DE JULIA GARCIA BOUTAN 5 "
"576",-3.7004114,40.4305264,"CALLE DE LUCHANA 21 "
"577",-3.7179995,40.413696,"CALLE DE SEGOVIA 49 "
"578",-3.7649522,40.4006459,"CARRIL ANILLO VERDE CICLISTA KM. 7800 "
"579",NA,NA,"CALLE DE AGASTIA - CALLE DE JUAN PEREZ ZUÑIGA NA "
"580",-3.6921908,40.4377881,"CALLE DE JOSE ABASCAL 56 "
"581",-3.693407,40.4121412,"PASEO DEL PRADO 26 "
"582",-3.7128811,40.4137895,"CALLE DE SEGOVIA 19 "
"583",NA,NA,"AVENIDA DE LA GRAN VIA DEL ESTE - AVENIDA DE LAS COMUNIDADES NA "
"584",-3.6917359,40.4412046,"PASEO DE LA CASTELLANA - PLAZA DE SAN JUAN DE LA CRUZ NA "
"585",-3.6933378,40.4387019,"CALLE DE MALAGA - CALLE DE ZURBANO NA "
"586",-3.7060121,40.4165847,"CALLE MAYOR 8 "
"587",NA,NA,"CALLE DE DRESDE 1 "
"588",-3.7073123,40.4240227,"CALLE DE SAN BERNARDO 40 "
"589",-3.7060982,40.417233,"PLAZA DEL CELENQUE 1 "
"590",NA,NA,"CALLE DE ANTONIO DE LEYVA 1 "
"591",NA,NA,"AVENIDA DE LA ALBUFERA - AVENIDA DE PABLO NERUDA NA "
"592",-3.6844995,40.4152606,"PARQUE DEL RETIRO NA "
"593",NA,NA,"CALLE VIA CARPETANA - PASEO DE LA ERMITA DEL SANTO NA "
"594",-3.703221,40.3741625,"CALLE DEL DOCTOR TOLOSA LATOUR 16 "
"595",-3.707661,40.423015,"CALLE GRAN VIA - CALLE DE SAN BERNARDO NA "
"596",-3.6775417,40.5061234,"CALLE DE CASTIELLO DE JACA 39 "
"597",NA,NA,"AUTOVIA M-40 - AVENIDA DE CANILLEJAS A VICALVARO NA "
"598",-3.6878898,40.4232406,"CALLE DE SERRANO 20 "
"599",-3.670151,40.4101394,"CALLE DEL DOCTOR ESQUERDO 102 "
"600",NA,NA,"CALLE DE BRAVO MURILLO 176 "
"601",-3.7039751,40.4522234,"CALLE DE GOIRI 4 "
"602",-3.604916,40.376101,"AVENIDA DE SANTA EUGENIA - CALLE REAL DE ARGANDA NA "
"603",NA,NA,"CALLE DEL DOCTOR SALGADO - CALLE DEL MONTE OLIVETTI NA "
"604",-3.6913592,40.3791862,"CALLE DE LA MEZQUITA - CAMINO DE PERALES NA "
"605",NA,NA,"PASEO DE LA CASTELLANA 105 "
"606",NA,NA,"CALLE DE BALEARES - PASEO DE SANTA MARIA DE LA CABEZA NA "
"607",-3.7626931,40.381038,"CALLE DE LA VIDAUBA 1 "
"608",-3.6945691,40.4273928,"CALLE DE GENOVA 7 "
"609",NA,NA,"AVENIDA DE VALLADOLID - PLAZA DE LA REPUBLICA DE CHILE NA "
"610",NA,NA,"CALLE DEL CRISTO DE LA VICTORIA 47 "
"611",NA,NA,"CALLE DE CORAZON DE MARIA - CALLE DE RAMOS CARRION NA "
"612",NA,NA,"AVENIDA DE RAFAELA YBARRA - CALLE DE LEIZA NA "
"613",-3.7417623,40.3728792,"AVENIDA DE LOS POBLADOS - CALLE DE LA SECOYA NA "
"614",-3.67061,40.4084,"CALLE DE ANGEL GANIVET 28 "
"615",-3.7036724,40.414945,"CALLE DE CARRETAS 14 "
"616",-3.692654,40.4236502,"CALLE DEL MARQUES DE LA ENSENADA 2 "
"617",-3.7166625,40.4054339,"CALLE DE SANTA MARIA LA REAL DE NIEVA - PASEO IMPERIAL NA "
"618",-3.6997881,40.4369372,"CALLE DE SANTA ENGRACIA 101 "
"619",-3.7124996,40.422296,"PLAZA DE ESPAÑA 8 "
"620",NA,NA,"CALLE DE LA SIERRA DE ATAPUERCA - CALLE DE PALAS DE REY NA "
"621",NA,NA,"CALLE DE ZURBARAN - CALLE DEL MONTE ESQUINZA NA "
"622",NA,NA,"AVENIDA DE LOS POBLADOS - AVENIDA DEL EURO NA "
"623",-3.887755,40.8886527,"AVENIDA DEL MONASTERIO DE SILOS - CALLE DEL MONASTERIO DE EL PAULAR NA "
"624",NA,NA,"CALLE DE LA FE - CALLE DE ZURITA NA "
"625",-3.6965017,40.4273094,"PLAZA DE SANTA BARBARA 3 "
"626",-3.703646,40.4315147,"CALLE DE FUENCARRAL 131 "
"627",NA,NA,"CALLE DE FRANCISCO SANTOS - CALLE DE MARTINEZ IZQUIERDO NA "
"628",NA,NA,"CALLE DE ALBASANZ - CALLE DE RUFINO GONZALEZ NA "
"629",-3.6690212,40.4276999,"CALLE DE ALCALA - PLAZA DE MANUEL BECERRA NA "
"630",-3.7403432,40.3729211,"CALLE DE LA DOBLA 5 "
"631",-3.697647,40.4319019,"CALLE DE SANTA ENGRACIA 39 "
"632",-3.6874505,40.4462218,"CALLE DE JOAQUIN COSTA 21 "
"633",-3.7038237,40.4437096,"CALLE DE BRAVO MURILLO 62 "
"634",-3.7093923,40.3958877,"AVENIDA DEL MANZANARES 158 "
"635",-3.6301027,40.4088547,"CALLE DE TIMANFAYA 2 "
"636",NA,NA,"CALLE DE JOSE ABASCAL 48 "
"637",-3.718255,40.435775,"CALLE DE FERNANDEZ DE LOS RIOS - CALLE DE ISAAC PERAL NA "
"638",NA,NA,"CALLE DEL GENERAL ORAA - PASEO DE LA CASTELLANA NA "
"639",NA,NA,"CALLE DEL DOCTOR CORTEZO 3 "
"640",NA,NA,"CALLE DEL HIERRO 21 "
"641",-3.6858143,40.4896214,"AVENIDA DEL LLANO CASTELLANO 43 "
"642",-3.7649522,40.4006459,"CARRIL ANILLO VERDE CICLISTA KM. 33400 "
